NewDateTime,Ave_Flot_Air_Flow,Ave_Flot_Level,% Iron Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,% Silica Concentrate
2017-04-24 00:00:00,300.26316574074076,383.98244259259263,55.17,1979.58915,599.6764888888889,400.01722222222224,9.774028,1.7532065000000001,4.36
2017-04-24 01:00:00,299.78240185185183,386.0490685185185,55.17,1758.466328888889,600.0431,400.48452777777777,9.539245944444446,1.7541902777777778,3.29
2017-04-24 02:00:00,299.7500518518519,385.25093518518514,55.17,2379.7524277777784,599.9484055555556,400.3256166666667,9.43422661111111,1.7568729444444444,4.9
2017-04-24 03:00:00,299.99752222222224,389.6355185185185,55.17,2287.1300455555556,599.5803833333333,399.80150555555554,9.725607,1.7271245555555557,4.860152717176112
2017-04-24 04:00:00,300.00522037037035,387.81080740740737,55.17,2291.7891666666665,599.8712166666667,399.5673333333333,9.845198388888889,1.6330628333333332,4.780898452994444
2017-04-24 05:00:00,299.76748055555555,386.8598259259259,55.17,2243.469,599.7417888888889,400.0840277777778,10.025428999999999,1.6198732222222223,4.701644188813889
2017-04-24 06:00:00,299.87542777777776,383.0228037037037,55.17,1717.5736451388889,600.0239888888889,399.7558166666667,10.001408777777778,1.597773222222222,4.6223899246333335
2017-04-24 07:00:00,300.0847601851852,385.62301851851845,52.75,1523.8875856944444,600.2370444444445,399.4411611111111,9.766502611111111,1.663532722222222,4.543135660451667
2017-04-24 08:00:00,299.9355388888889,384.1509111111111,52.75,1674.5078397222221,599.6668222222222,401.4984111111111,9.492574166666667,1.6925457222222222,4.463881396272223
2017-04-24 09:00:00,299.85600833333336,382.1033648148148,52.75,2046.1562,537.9009166666666,398.6999166666667,9.484628722222222,1.6191045555555557,4.384627132089444
2017-04-24 10:00:00,299.9299222222222,385.54827222222224,52.75,2082.9923833333332,471.66926111111115,401.1742944444444,9.956427444444445,1.6421148333333333,4.305372867910555
2017-04-24 11:00:00,299.97988148148147,387.6641194444444,52.75,2199.9245555555553,449.89582777777775,399.8285888888889,9.864080277777777,1.6132516666666665,4.226118603727778
2017-04-24 13:00:00,299.7288833333333,384.5765166666667,52.75,2293.699666666667,599.8936611111111,400.76528055555553,10.031026944444445,1.5561417984938888,4.067610075366667
2017-04-24 14:00:00,300.02174074074077,383.8786703703704,52.75,2427.455777777778,600.6088944444444,399.5397111111111,9.955675333333334,1.6793312222222223,3.988355811186111
2017-04-24 15:00:00,299.9261583333334,384.00071296296295,52.75,2519.030388888889,600.1332222222222,399.4282666666667,9.95529311111111,1.7149046111111113,3.9091015470055557
2017-04-24 16:00:00,300.0174092592593,383.3316018518519,48.77,2054.8838011111125,599.8648833333334,399.49317777777776,9.673482833333335,1.7414764444444444,3.8298472828238888
2017-04-24 17:00:00,300.1203425925926,383.79855185185187,48.77,2154.1568055555563,600.00275,399.8020388888889,10.030711666666667,1.756772777777778,3.79
2017-04-24 18:00:00,299.8454120370371,383.17733333333337,48.77,2183.087146944444,599.8956055555556,400.2048111111111,10.004959222222222,1.7650382222222223,3.0899999999999994
2017-04-24 19:00:00,300.0466574074074,426.4301805555555,48.77,1999.3141041666668,570.505761111111,401.3853111111111,9.879140555555555,1.741222388888889,1.27
2017-04-24 20:00:00,299.8175435185185,382.97486851851846,48.77,1331.5371922222228,599.885261111111,399.3526833333333,9.830653833333335,1.7588449444444443,1.49
2017-04-24 21:00:00,299.8579046296296,384.14384814814815,48.77,1929.7678333333336,599.7385388888889,400.2130055555556,9.94182311111111,1.7591976111111112,1.12
2017-04-24 22:00:00,299.95510370370374,384.48912037037036,48.77,1809.6387277777778,599.9574055555555,399.47372777777775,9.872837500000001,1.7643739444444444,1.15
2017-04-24 23:00:00,299.8427037037037,383.14779074074073,48.77,2043.9046194444443,599.8158444444445,399.06809444444445,9.685955777777778,1.7784638333333334,1.0
2017-04-25 00:00:00,299.9919296296296,383.556712962963,48.77,1253.0399723333335,599.9116055555555,399.2935166666667,9.557721166666665,1.752879722222222,3.29
2017-04-25 01:00:00,299.9744166666666,465.0028974202646,45.38,2173.967,594.5777912835244,402.9773981481483,9.7279585,1.680609498178889,1.07
2017-04-25 02:00:00,299.9081861111111,421.1138998019576,45.38,1849.4438750000004,600.9984614942533,400.698510185185,9.970401333333333,1.7152335573766666,1.34
2017-04-25 03:00:00,299.83326944444445,382.14685000000003,45.38,2276.605777777778,600.3260277777778,399.85416111111107,9.912237333333334,1.7442601666666668,1.04
2017-04-25 04:00:00,299.550175,383.85340925925925,45.38,2325.6278333333335,600.0469444444444,400.3248111111111,9.77181011111111,1.736656111111111,1.34
2017-04-25 05:00:00,299.8915824074074,383.1373722222222,45.38,1924.9709166666667,599.7512555555555,400.02745555555555,9.607690666666667,1.7414119444444447,1.17
2017-04-25 06:00:00,299.8844259259259,399.6145925925926,45.38,939.57966091019,581.9863169871794,399.17754494949446,9.88969438888889,1.7263022654322222,1.09
2017-04-25 07:00:00,299.9464203703704,556.6933018518521,45.38,888.6969550180833,586.008763568376,402.4075717171722,9.975057555555555,1.5506596497205556,1.09
2017-04-25 21:00:00,299.9122537037037,470.5094185185185,54.52,1938.379832568331,435.9684472222222,399.9121666666667,9.82828288888889,1.6008707777777778,3.58
2017-04-25 22:00:00,300.11734907407407,466.3449333333333,54.52,2011.3112410101012,504.6200333333333,400.21257222222226,9.609012722222221,1.6853278333333335,4.03
2017-04-25 23:00:00,299.97480185185185,466.5082592592592,54.52,1740.8568522580638,511.31673333333333,399.08264444444444,9.368424944444444,1.6963754444444443,3.02
2017-04-26 00:00:00,300.0084685185185,553.3396601851852,54.52,1185.4412685474927,427.7588194444444,400.6521055555556,9.474597833333332,1.6382960833333335,4.72
